"board_name","list_name","card_name","osic_epic","days_since","checklist_count","checklist_item_count","checked_item_count","label_count","assignment_count","label_detail","assignnment_detail","url"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","FLTMGT - Inventory Management MVP","FLTMGT",26,1,6,5,2,1,"<No detail>","<No detail>","https://trello.com/c/pKZdfvoo/22-fltmgt-inventory-management-mvp"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNOPT - reduce memoization issues in cinder api","opportunistic",68,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/ozRzFKKO/70-hznopt-reduce-memoization-issues-in-cinder-api"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNOPT - reduce memoization issues: fix memoization on list extensions methods for neutron api","opportunistic",63,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/2ZpWZObf/71-hznopt-reduce-memoization-issues-fix-memoization-on-list-extensions-methods-for-neutron-api"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT - Consistent API Side - Identity -> Users","opportunistic",12,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/4HYtleZY/84-hznflt-consistent-api-side-identity-users"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT - Consistent API Side Filtering: Implement swift server side filtering","opportunistic",28,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/UnttrKKB/93-hznflt-consistent-api-side-filtering-implement-swift-server-side-filtering"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT - Consistent API Side - Identity -> Group Management","opportunistic",32,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/mbMcBfIv/86-hznflt-consistent-api-side-identity-group-management"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT - Consistent API Side - Identity -> Projects","opportunistic",32,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/Kv2utrhV/83-hznflt-consistent-api-side-identity-projects"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT - Consistent API Side - Identity -> Roles","opportunistic",32,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/MpjZPeU1/87-hznflt-consistent-api-side-identity-roles"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT -- Consisten API Side - Admin - System - Routers","opportunistic",20,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/bniDnJjn/92-hznflt-consisten-api-side-admin-system-routers"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT - Consistent API Side - Identity -> Groups","opportunistic",32,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/FiAhYqyO/85-hznflt-consistent-api-side-identity-groups"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","CFGDFT [Ceilometer] -- Oslo.config supports Required and Sample options","CFGDFT",21,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/FZEL8jOG/73-cfgdft-ceilometer-oslo-config-supports-required-and-sample-options"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","CFGDFT [Ceilometer] -- Oslo.config supports Related options","CFGDFT",67,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/5rbmYenG/74-cfgdft-ceilometer-oslo-config-supports-related-options"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","CFGDFT [Ceilometer] -- Oslo.config supports Advanced options","CFGDFT",67,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/z4KT4D7p/75-cfgdft-ceilometer-oslo-config-supports-advanced-options"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT - Consistent API Side - Projects -> Images","opportunistic",19,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/agcZxpWx/94-hznflt-consistent-api-side-projects-images"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT -- Consisten API Side - Project - Network - Routers","opportunistic",20,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/oHxLmAZS/90-hznflt-consisten-api-side-project-network-routers"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT -- Consisten API Side - Project - Network - Networks","opportunistic",34,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/CwTNEh8S/89-hznflt-consisten-api-side-project-network-networks"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNFLT -- Consisten API Side - Admin - System - Networks","opportunistic",34,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/B6K0WqgW/91-hznflt-consisten-api-side-admin-system-networks"
"OSIC - Ceilometer/Horizon/FleetMgt","Review","HZNOPT - Replace file contents in swift ui","opportunistic",17,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/G14WjkHT/97-hznopt-replace-file-contents-in-swift-ui"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Ansible role spec","opportunistic",69,1,2,2,3,1,"<No detail>","<No detail>","https://trello.com/c/RXs6qx4q/47-gnoben-ceilometer-ansible-role-spec"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZINT [Horizon] --  Flavors row level actions integration tests","opportunistic",40,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/9qUQhPkR/68-hzint-horizon-flavors-row-level-actions-integration-tests"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Ansible deployment role moved to OpenStack namespace.","opportunistic",69,1,2,2,3,1,"<No detail>","<No detail>","https://trello.com/c/KpnOCdZi/41-gnoben-ceilometer-ansible-deployment-role-moved-to-openstack-namespace"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN[Ceilometer] -- Automating zookeeper installation and configuration","opportunistic",67,1,2,2,3,2,"<No detail>","<No detail>","https://trello.com/c/RigbhnlX/57-gnoben-ceilometer-automating-zookeeper-installation-and-configuration"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZNADM - Implement admin filter first in Admin-System-Instances/Images panel","opportunistic",19,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/IrYo7MPQ/79-hznadm-implement-admin-filter-first-in-admin-system-instances-images-panel"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZNINT [Horizon] -- Project>Network>Routers Panel > Interfaces Tab Integration tests add/delete","opportunistic",69,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/VqoUYQxR/39-hznint-horizon-project-network-routers-panel-interfaces-tab-integration-tests-add-delete"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZNFLT = Draft BP ""Consistent API Side Filtering""","opportunistic",45,0,0,0,1,1,"<No detail>","<No detail>","https://trello.com/c/hSbFw3Es/69-hznflt-draft-bp-consistent-api-side-filtering"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZINT [Horizon] -- Project>Network>Routers> Router>Overview Tab integration tests","opportunistic",69,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/3AysJWlL/48-hzint-horizon-project-network-routers-router-overview-tab-integration-tests"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZNINT [Horizon] -- Project>Compute>Access & Security>Manage Rules - Integration Tests","opportunistic",69,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/8CUFFJcE/40-hznint-horizon-project-compute-access-security-manage-rules-integration-tests"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZNADM - Draft admin dashboard filter first views blueprint","opportunistic",60,0,0,0,2,2,"<No detail>","<No detail>","https://trello.com/c/hs7kEbQ6/49-hznadm-draft-admin-dashboard-filter-first-views-blueprint"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZNOPT - Improve Horizon Caching - Draft Blueprint","opportunistic",54,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/6bx6NWSm/78-hznopt-improve-horizon-caching-draft-blueprint"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Ansible deployment role gate checks","opportunistic",67,1,6,6,3,1,"<No detail>","<No detail>","https://trello.com/c/YjgWy6NC/42-gnoben-ceilometer-ansible-deployment-role-gate-checks"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Automating Redis installation and configuration","opportunistic",56,1,1,1,3,1,"<No detail>","<No detail>","https://trello.com/c/KOPFpShv/72-gnoben-ceilometer-automating-redis-installation-and-configuration"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Request first testing cluster","opportunistic",55,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/Up9hlEfN/81-gnoben-ceilometer-request-first-testing-cluster"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZINT [Horizon] -- Admin > Defaults Integration Tests","opportunistic",52,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/FssPZlDY/67-hzint-horizon-admin-defaults-integration-tests"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZINT [Horizon] -- Identity>Groups integration tests","opportunistic",46,0,0,0,1,1,"<No detail>","<No detail>","https://trello.com/c/aMJVGsHZ/56-hzint-horizon-identity-groups-integration-tests"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- OSIC cluster request submission","opportunistic",46,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/o6fBxqCt/17-gnoben-ceilometer-osic-cluster-request-submission"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Deployment design","opportunistic",46,0,0,0,3,4,"<No detail>","<No detail>","https://trello.com/c/AZVCRDKj/16-gnoben-ceilometer-deployment-design"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Deployment Design Initial Planning","opportunistic",46,0,0,0,3,4,"<No detail>","<No detail>","https://trello.com/c/uuEEFVS5/38-gnoben-ceilometer-deployment-design-initial-planning"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","CFGDFT [Ceilometer] -- Review existing configuration guide for completeness and accuracy","CFGDFT",40,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/ckaxoSiO/95-cfgdft-ceilometer-review-existing-configuration-guide-for-completeness-and-accuracy"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZNOPT - Swift recursive deletion","opportunistic",26,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/XDwIPc02/100-hznopt-swift-recursive-deletion"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Update Ansible role to match current standards for integrated roles, to be adopted as integrated.","opportunistic",39,0,0,0,4,1,"<No detail>","<No detail>","https://trello.com/c/qJZ5MBsA/82-gnoben-ceilometer-update-ansible-role-to-match-current-standards-for-integrated-roles-to-be-adopted-as-integrated"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZNOPT - migrate swift ui to hz-dynamic-table","opportunistic",26,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/VlTz7lfO/101-hznopt-migrate-swift-ui-to-hz-dynamic-table"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Ansible Ceilometer role adjustments to facilitate Gnocchi storage","opportunistic",21,1,2,2,4,1,"<No detail>","<No detail>","https://trello.com/c/EHydX5NL/44-gnoben-ceilometer-ansible-ceilometer-role-adjustments-to-facilitate-gnocchi-storage"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","CFGDFT [Ceilometer] -- Categorized Configuration Story","CFGDFT",21,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/bHv7sauL/76-cfgdft-ceilometer-categorized-configuration-story"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","HZNINT -- Improve table deletion efficiency in integration test","opportunistic",20,0,0,0,1,1,"<No detail>","<No detail>","https://trello.com/c/Bzo2eztn/88-hznint-improve-table-deletion-efficiency-in-integration-test"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","CFGDFT [Ceilometer] -- Categorized Configurations Spec","CFGDFT",6,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/il3JsYEO/77-cfgdft-ceilometer-categorized-configurations-spec"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Ansible deployment role, general playbook into OSA","opportunistic",3,1,2,2,4,1,"<No detail>","<No detail>","https://trello.com/c/oe5Ewrm3/43-gnoben-ceilometer-ansible-deployment-role-general-playbook-into-osa"
"OSIC - Ceilometer/Horizon/FleetMgt","Done","GNOBEN [Ceilometer] -- Load generation tooling","opportunistic",3,0,0,0,4,2,"<No detail>","<No detail>","https://trello.com/c/hXNPSmXk/80-gnoben-ceilometer-load-generation-tooling"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Magnum: Create API documentation.","opportunistic",54,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/RhZpzxis/115-magnum-create-api-documentation"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Ironic: Hardware pools","opportunistic",53,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/K6PPskvj/49-ironic-hardware-pools"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Ironic: Hardware metrics","opportunistic",53,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/17M4KIjr/55-ironic-hardware-metrics"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Glance: RLGUPD","RLGUPD",33,1,1,1,2,3,"<No detail>","<No detail>","https://trello.com/c/uJKie6lv/24-glance-rlgupd"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Glance: CFGDFT","CFGDFT",11,1,4,1,2,3,"<No detail>","<No detail>","https://trello.com/c/SYK8JnAe/38-glance-cfgdft"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Glance: OPPUPS - Eliminate redundant downloads of uncached images","opportunistic",4,1,2,0,2,3,"<No detail>","<No detail>","https://trello.com/c/dCIqI8ya/54-glance-oppups-eliminate-redundant-downloads-of-uncached-images"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Glance: OPPUPS - Buffered reader for Swift driver","opportunistic",68,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/9BMCnwAY/53-glance-oppups-buffered-reader-for-swift-driver"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Glance: OPPUPS - image import (end-user image upload)","opportunistic",62,1,6,5,2,1,"<No detail>","<No detail>","https://trello.com/c/A9LNO1b4/21-glance-oppups-image-import-end-user-image-upload"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Glance: Image cloning","opportunistic",68,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/y1FdGrOq/37-glance-image-cloning"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Glance: OPPUPS - image.exists events","opportunistic",68,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/acBkTl84/81-glance-oppups-image-exists-events"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Glance: REVIEW - community images","opportunistic",45,0,0,0,1,1,"<No detail>","<No detail>","https://trello.com/c/cp6dijHY/116-glance-review-community-images"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Accepted Backlog","Magnum: MGBYRB - Submit a blueprint for adding a bay rebuild operation","opportunistic",28,0,0,0,3,2,"<No detail>","<No detail>","https://trello.com/c/IgfQcpTC/66-magnum-mgbyrb-submit-a-blueprint-for-adding-a-bay-rebuild-operation"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Nova: FEATCL: Port categories from defcore into feature matrix","FEATCL",55,0,0,0,3,0,"<No detail>","<No detail>","https://trello.com/c/93Sc615K/77-nova-featcl-port-categories-from-defcore-into-feature-matrix"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Glance: RLGUPD - Patch up for docs for current upgrade story/strategy","RLGUPD",27,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/4DwGDXX5/129-glance-rlgupd-patch-up-for-docs-for-current-upgrade-story-strategy"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Glance: CFGDFT - Finish up and check if any more updates needed","CFGDFT",57,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/6sFsfPbH/128-glance-cfgdft-finish-up-and-check-if-any-more-updates-needed"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Glance: RLGUPD - upgrade tests written (required to assert the tag)","RLGUPD",56,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/fDdMpl2l/134-glance-rlgupd-upgrade-tests-written-required-to-assert-the-tag"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Ironic: CI Improvements: additional tempest tests for microversion differences","opportunistic",54,0,0,0,3,0,"<No detail>","<No detail>","https://trello.com/c/UAunaN4Z/140-ironic-ci-improvements-additional-tempest-tests-for-microversion-differences"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Ironic: CI Improvements: get grenade-multinode passing","opportunistic",25,0,0,0,3,0,"<No detail>","<No detail>","https://trello.com/c/HruNPsmn/144-ironic-ci-improvements-get-grenade-multinode-passing"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Ironic: CI Improvements: run tempest-full against nova patches","opportunistic",54,0,0,0,3,0,"<No detail>","<No detail>","https://trello.com/c/kg5fjUk2/145-ironic-ci-improvements-run-tempest-full-against-nova-patches"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Ironic: Multi-compute support for ironic virt driver","opportunistic",53,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/DjCjFQCO/146-ironic-multi-compute-support-for-ironic-virt-driver"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Glance: CFGDFT - Specs Proposed - Categorize the options","CFGDFT",42,0,0,0,2,0,"<No detail>","<No detail>","https://trello.com/c/3aInkss7/147-glance-cfgdft-specs-proposed-categorize-the-options"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","CFGDGT Nova: update the configuration reference text","opportunistic",13,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/ziFfgd84/148-cfgdgt-nova-update-the-configuration-reference-text"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","API: help sdague with the clean up of old API extensions","opportunistic",13,1,3,0,3,1,"<No detail>","<No detail>","https://trello.com/c/kymzU6NE/152-api-help-sdague-with-the-clean-up-of-old-api-extensions"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Ready & Bite-Sized","Scheduler related tidy ups","opportunistic",13,0,0,0,2,1,"<No detail>","<No detail>","https://trello.com/c/L5HmuVpH/153-scheduler-related-tidy-ups"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","Glance Artifacts Repository (Glare)","opportunistic",27,1,2,0,2,1,"<No detail>","<No detail>","https://trello.com/c/5nmVc0GL/121-glance-artifacts-repository-glare"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","Glance: RLGUPD - get consensus","RLGUPD",7,0,0,0,2,2,"<No detail>","<No detail>","https://trello.com/c/KBGGS7Hb/132-glance-rlgupd-get-consensus"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","Glance: RLGUPD -  settle the glance-registry situation","RLGUPD",27,0,0,0,2,2,"<No detail>","<No detail>","https://trello.com/c/XCywv1vU/133-glance-rlgupd-settle-the-glance-registry-situation"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","CFGDGT Nova: Config Option Consistency","opportunistic",11,0,0,0,3,0,"<No detail>","<No detail>","https://trello.com/c/wjuyRzag/155-cfgdgt-nova-config-option-consistency"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","Nova: API docs clean up","opportunistic",13,0,0,0,3,5,"<No detail>","<No detail>","https://trello.com/c/EQkDBpjG/104-nova-api-docs-clean-up"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","Ironic: Rescue mode","opportunistic",45,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/tcPYe8VJ/56-ironic-rescue-mode"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","Ironic: Fine-grained policy support","opportunistic",5,0,0,0,3,1,"<No detail>","<No detail>","https://trello.com/c/WouUjZQ6/51-ironic-fine-grained-policy-support"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","Glance: CFGDFT update config option help","CFGDFT",11,1,4,0,1,2,"<No detail>","<No detail>","https://trello.com/c/e8VDOIU7/102-glance-cfgdft-update-config-option-help"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","Magnum: Bug - Fix host name in magnum config file.","opportunistic",0,1,2,0,3,1,"<No detail>","<No detail>","https://trello.com/c/nahdQePE/75-magnum-bug-fix-host-name-in-magnum-config-file"
"OSIC - Compute - Nova/Ironic/Magnum/Glance","Doing","Magnum: MGAPIVS - Collaborate on blueprint for API versioning with upstream folks","opportunistic",10,1,4,2,3,1,"<No detail>","<No detail>","https://trello.com/c/ZAlkNhIB/64-magnum-mgapivs-collaborate-on-blueprint-for-api-versioning-with-upstream-folks"
